TrackName,Artist,SongID,IMG,SongURL,Preview,Energy,Danceability,Valence
~42,"Primary, Sam Kim, eSNa",48ssDYE9KA7gt7bx01RrT7,https://i.scdn.co/image/ab67616d0000b273cf92eef64c293878381c05e5,https://open.spotify.com/track/48ssDYE9KA7gt7bx01RrT7,https://p.scdn.co/mp3-preview/5d394f4303e1d24f2e0a6c451e9aa130d92daa0e?cid=4598e66debe040afa4e5e77d7f33ee1d,0.691,0.723,0.571
S.C.H(small but certain happiness),Standing Egg,1QOWSddZfDZVXb4g5G0y2V,https://i.scdn.co/image/ab67616d0000b273fb8a154ae5e8f37245e973da,https://open.spotify.com/track/1QOWSddZfDZVXb4g5G0y2V,https://p.scdn.co/mp3-preview/c00445ff25518051e32c2e7d89c4a9b3514bf116?cid=4598e66debe040afa4e5e77d7f33ee1d,0.452,0.765,0.816
Candle Light,NCT DREAM,6nUpdTLUSel3Zp6lhHZRbX,https://i.scdn.co/image/ab67616d0000b2730ead5cd3bdcb066ec9faad2b,https://open.spotify.com/track/6nUpdTLUSel3Zp6lhHZRbX,https://p.scdn.co/mp3-preview/ed77ecdd992799876e1b35f15ee3c83efb729f7f?cid=4598e66debe040afa4e5e77d7f33ee1d,0.819,0.556,0.286
Lean On Me,SEVENTEEN,25jVJDgG9Nv0jFIIPeb0c7,https://i.scdn.co/image/ab67616d0000b273365a466edde82104003d7113,https://open.spotify.com/track/25jVJDgG9Nv0jFIIPeb0c7,https://p.scdn.co/mp3-preview/9fe865beb55bb667de7c428cd045941436f56620?cid=4598e66debe040afa4e5e77d7f33ee1d,0.47,0.788,0.64
Love Letter,SEVENTEEN,5UZJPEEup9UVUojRKXcv0f,https://i.scdn.co/image/ab67616d0000b273deeee778a591e7032c1bdc80,https://open.spotify.com/track/5UZJPEEup9UVUojRKXcv0f,https://p.scdn.co/mp3-preview/eee8d3ac786f81d1cf36a62d74eda5b892bce422?cid=4598e66debe040afa4e5e77d7f33ee1d,0.834,0.716,0.873
"我多喜歡你,你會知道(網劇<致我們單純的小美好>推廣曲)",Wang Jun Qi,221FBKC22DTc7XkPIaZYOl,https://i.scdn.co/image/ab67616d0000b273ff968ffa6081a3c06687e0ad,https://open.spotify.com/track/221FBKC22DTc7XkPIaZYOl,https://p.scdn.co/mp3-preview/06dedcca1b58a4e3a55d0f6b32fa37bfe261c822?cid=4598e66debe040afa4e5e77d7f33ee1d,0.35,0.777,0.516
Soft,J_ust,4Lw5mDrFF5VdRdoFWKAn6m,https://i.scdn.co/image/ab67616d0000b2730675abb3a66c120a82f30a05,https://open.spotify.com/track/4Lw5mDrFF5VdRdoFWKAn6m,https://p.scdn.co/mp3-preview/260d75d02520ea62b84cc23597a5f22383912cca?cid=4598e66debe040afa4e5e77d7f33ee1d,0.332,0.686,0.399
2cm (feat. Paul Kim),"MINSEO, Paul Kim",39e94FibEyArAANIAxDMbk,https://i.scdn.co/image/ab67616d0000b2735e2d76d0c443efbc0b89b1f7,https://open.spotify.com/track/39e94FibEyArAANIAxDMbk,https://p.scdn.co/mp3-preview/def8e95caecd95bb4ca5ed1f19ff27242d1bf816?cid=4598e66debe040afa4e5e77d7f33ee1d,0.557,0.636,0.67
Chocolate,DAY6,2rbfCOgXMPoBLBrK2wLX5K,https://i.scdn.co/image/ab67616d0000b273af4d13d9d18b3ea0460ddec3,https://open.spotify.com/track/2rbfCOgXMPoBLBrK2wLX5K,https://p.scdn.co/mp3-preview/acb5793e931d7d6b6cb811f61ee731674edcd0aa?cid=4598e66debe040afa4e5e77d7f33ee1d,0.687,0.713,0.877
STRAWBERRY,TWICE,1tk3MCIxGj1R8R9obhJSNa,https://i.scdn.co/image/ab67616d0000b2730a19a3bc8b5350c676d64bcf,https://open.spotify.com/track/1tk3MCIxGj1R8R9obhJSNa,https://p.scdn.co/mp3-preview/ffcf7772f080964447346f1b7d4158890bd2068a?cid=4598e66debe040afa4e5e77d7f33ee1d,0.663,0.823,0.781
Do You Wanna Do Nothing with Me?,Lawrence,1PUuXudqzPyWLZ0ynVQmw5,https://i.scdn.co/image/ab67616d0000b27362bd51cbadd0142ea09853f7,https://open.spotify.com/track/1PUuXudqzPyWLZ0ynVQmw5,https://p.scdn.co/mp3-preview/1fa9a6f110f4bc143da461039f60d54093c5d927?cid=4598e66debe040afa4e5e77d7f33ee1d,0.613,0.691,0.732
comethru,Jeremy Zucker,18uwL0vNUanqZH0ro2QcOP,https://i.scdn.co/image/ab67616d0000b273cb16227d90152c2a5022bba1,https://open.spotify.com/track/18uwL0vNUanqZH0ro2QcOP,https://p.scdn.co/mp3-preview/cdcc4b5912d31232f35371188333ffa5989e56bf?cid=4598e66debe040afa4e5e77d7f33ee1d,0.178,0.795,0.608
Kiss Me,Ed Sheeran,0Tel1fmuCxEFV6wBLXsEdk,https://i.scdn.co/image/ab67616d0000b273ed139c2e0e3681cc2d35e256,https://open.spotify.com/track/0Tel1fmuCxEFV6wBLXsEdk,https://p.scdn.co/mp3-preview/c3fea125e9a571c30700ed86f59ab0d5986c301c?cid=4598e66debe040afa4e5e77d7f33ee1d,0.227,0.589,0.182
Better Together,Jack Johnson,2iXdwVdzA0KrI2Q0iZNJbX,https://i.scdn.co/image/ab67616d0000b273628dba01c669d89586967dc5,https://open.spotify.com/track/2iXdwVdzA0KrI2Q0iZNJbX,https://p.scdn.co/mp3-preview/50055c1bd3936294c710fbeaa22cf4cf9b4a59ff?cid=4598e66debe040afa4e5e77d7f33ee1d,0.346,0.871,0.659
Falling For U,SEVENTEEN,01aVuBzov1TL2iCNhwkguC,https://i.scdn.co/image/ab67616d0000b273c7bb27d0e4ab6f8cdf61c087,https://open.spotify.com/track/01aVuBzov1TL2iCNhwkguC,https://p.scdn.co/mp3-preview/9f564b1b2ed3814ec2eb2f7f650f5be51f8a42a1?cid=4598e66debe040afa4e5e77d7f33ee1d,0.41,0.865,0.671
Let me love u,WayV,4CZaAPfc74YaIPBEMFCKXH,https://i.scdn.co/image/ab67616d0000b273e7e45415c0dde7d18a2a3e24,https://open.spotify.com/track/4CZaAPfc74YaIPBEMFCKXH,https://p.scdn.co/mp3-preview/3b9d83cf9f79f95e62e8a5e9c4219944deab00a9?cid=4598e66debe040afa4e5e77d7f33ee1d,0.759,0.655,0.831
Little Things,One Direction,0TAmnCzOtqRfvA38DDLTjj,https://i.scdn.co/image/ab67616d0000b2734e31e0d38b89b8fb239d4fbf,https://open.spotify.com/track/0TAmnCzOtqRfvA38DDLTjj,https://p.scdn.co/mp3-preview/3a372c416fb9054245338458f560d6f91fc5f8b6?cid=4598e66debe040afa4e5e77d7f33ee1d,0.22,0.709,0.53
Best Part (feat. H.E.R.),"Daniel Caesar, H.E.R.",1RMJOxR6GRPsBHL8qeC2ux,https://i.scdn.co/image/ab67616d0000b2733138f891f3075c9c5d944037,https://open.spotify.com/track/1RMJOxR6GRPsBHL8qeC2ux,https://p.scdn.co/mp3-preview/72679c2768e4c988205288bea81b0c5f67beeab1?cid=4598e66debe040afa4e5e77d7f33ee1d,0.364,0.524,0.436
If I Can't Have You,Shawn Mendes,2bT1PH7Cw3J9p3t7nlXCdh,https://i.scdn.co/image/ab67616d0000b273c820f033bd82bef4355d1563,https://open.spotify.com/track/2bT1PH7Cw3J9p3t7nlXCdh,https://p.scdn.co/mp3-preview/6b3b8d1fef1999ea86c69cc387a670ab2240db1f?cid=4598e66debe040afa4e5e77d7f33ee1d,0.823,0.691,0.87
Highway to Heaven - English Version,NCT 127,0JBwBDqzRWv8Yd6CgPEaUo,https://i.scdn.co/image/ab67616d0000b273af2c8087257205cdd040f5d3,https://open.spotify.com/track/0JBwBDqzRWv8Yd6CgPEaUo,https://p.scdn.co/mp3-preview/9e23d732f42adea3386aa3152102df6675e0ec05?cid=4598e66debe040afa4e5e77d7f33ee1d,0.74,0.676,0.497
Best Part of Me (feat. YEBBA),"Ed Sheeran, Yebba",0VsGaRXR5WAzpu51unJTis,https://i.scdn.co/image/ab67616d0000b27373304ce0653c7758dd94b259,https://open.spotify.com/track/0VsGaRXR5WAzpu51unJTis,https://p.scdn.co/mp3-preview/94538cbc491fc78a1643201c4beb128180c1618e?cid=4598e66debe040afa4e5e77d7f33ee1d,0.243,0.565,0.239
마지막 첫사랑 My First and Last,NCT DREAM,24PhZrRiALtUXgdwXkEwGt,https://i.scdn.co/image/ab67616d0000b273a379ffa81edbcb50a15cacc3,https://open.spotify.com/track/24PhZrRiALtUXgdwXkEwGt,https://p.scdn.co/mp3-preview/2e5937b1e22f206b112c1a793e0f90e7259e4751?cid=4598e66debe040afa4e5e77d7f33ee1d,0.899,0.799,0.589
